run,lumi,event,MET_pt,MET_phi,MHT_pt,MHT_phi,MHT_over_HT,MET_minus_MHT,N_jets_all,N_jets_30,N_jets_50,HT,jet_pt_sum,leading_jet_pt,subleading_jet_pt,N_muons,N_electrons,N_leptons,lepton_pt_sum,N_btags_loose,N_btags_medium,N_btags_tight,max_btag_discriminator,N_primary_vertices,packed_candidate_count,secondary_vertex_count,btag_discriminator_status,vertex_status,packed_candidate_status,secondary_vertex_status,HLT_MET_paths_any,HLT_HT_paths_any,HLT_Mu_paths_any,HLT_Ele_paths_any,pass_HBHENoiseFilter,pass_HBHENoiseIsoFilter,pass_goodVertices,pass_EcalDeadCellTriggerPrimitiveFilter,pass_BadPFMuonFilter,pass_globalSuperTightHalo2016Filter,trigger_filter_extraction_status
259683,3,1374180,15.0278,2.60259,0,0,0,15.0278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,15,991,0,1,1,1,1,1,0,0,0,-1,1,1,1,-1,-1,1
259683,3,708470,3.25028,0.710981,0,0,0,3.25028,2,0,0,0,31.9998,20.8186,11.1811,1,0,1,171.015,1,0,0,0.681946,13,1012,1,1,1,1,1,1,1,0,0,-1,1,1,1,-1,-1,1
259683,3,767502,55.7602,-2.12859,16.247,0.821473,0.126011,39.5132,6,2,2,128.934,178.053,71.125,57.8087,1,0,1,56.2703,1,0,0,0.556913,16,1460,0,1,1,1,1,1,0,1,0,1,1,1,1,-1,-1,1
259683,3,622578,53.7344,-2.598,34.8104,-3.00925,1,18.9241,3,1,0,34.8104,56.99,34.8104,11.6162,0,0,0,0,0,0,0,0.299086,7,866,0,1,1,1,1,1,0,0,1,1,1,1,1,-1,-1,1
259683,3,1353463,20.5771,1.70589,0,0,0,20.5771,1,0,0,0,10.6029,10.6029,0,0,0,0,0,0,0,0,0.174665,10,803,0,1,1,1,1,1,1,0,0,-1,1,1,1,-1,-1,1
259683,3,1252247,12.7594,2.20472,0,0,0,12.7594,1,0,0,0,10.0018,10.0018,0,0,0,0,0,0,0,0,-10,7,732,0,1,1,1,1,1,0,0,0,-1,1,1,1,-1,-1,1
259683,3,887413,96.2093,2.24934,63.9125,1.96078,0.32799,32.2968,5,2,2,194.861,226.747,129.326,65.5356,1,0,1,14.5745,1,0,0,0.797995,12,1529,2,1,1,1,1,1,1,1,0,1,1,1,1,-1,-1,1
259683,3,965090,79.5474,-1.3457,95.5873,-1.3244,0.529067,-16.0398,4,4,1,180.671,180.671,58.7295,49.2044,1,0,1,40.5391,0,0,0,0.20087,8,895,0,1,1,1,1,1,1,1,0,1,1,1,1,-1,-1,1
259683,3,281563,140.035,-2.32728,157.528,-2.55035,0.864761,-17.4928,9,3,1,182.164,269.269,93.2646,45.1887,0,0,0,0,1,0,0,0.542639,21,1590,0,1,1,1,1,1,1,1,0,1,-1,1,1,-1,-1,1
259683,3,725337,117.655,-2.72865,112.901,-2.75457,1,4.75378,4,1,1,112.901,154.52,112.901,14.8956,0,0,0,0,0,0,0,-10,8,732,0,1,1,1,1,1,1,1,0,1,1,1,1,-1,-1,1
259683,3,435455,91.4417,-3.00555,74.8214,3.08682,1,16.6204,1,1,1,74.8214,74.8214,74.8214,0,0,1,1,45.1629,1,0,0,0.828269,15,1061,1,1,1,1,1,1,1,1,0,1,1,1,1,-1,-1,1
259683,3,616181,90.5481,-0.855581,68.5078,-1.40344,0.225089,22.0403,10,6,2,304.359,368.488,77.943,64.7293,1,0,1,42.4996,2,0,0,0.823132,12,1229,2,1,1,1,1,1,0,1,0,1,1,1,1,-1,-1,1
259683,3,358496,57.99,1.22752,164.403,1.26149,0.970422,-106.413,5,2,1,169.414,209.053,131.993,37.4206,0,1,1,14.3481,1,0,0,0.776665,9,1086,0,1,1,1,1,1,1,0,0,1,1,1,1,-1,-1,1
259683,3,422918,249.178,-3.04352,237.871,3.08842,1,11.3069,2,1,1,237.871,255.647,237.871,17.7752,0,0,0,0,1,0,0,0.54976,15,1291,0,1,1,1,1,1,1,0,0,1,-1,1,1,-1,-1,1
259683,3,703844,73.04,1.51962,47.3246,1.06814,0.233324,25.7154,6,3,2,202.827,251.77,104.277,67.5247,1,1,2,144.5,1,0,0,0.56473,9,1096,0,1,1,1,1,1,1,1,0,1,1,1,1,-1,-1,1
259683,3,1078973,56.8199,-1.9298,61.427,-1.38597,0.227406,-4.60706,4,2,2,270.121,301.493,165.772,104.349,0,0,0,0,1,0,0,0.551746,12,1149,1,1,1,1,1,1,1,1,0,1,1,1,1,-1,-1,1
259683,3,127640,157.242,-0.636079,145.894,-0.583885,0.254233,11.3473,6,3,3,573.86,617.591,232.6,208.484,0,0,0,0,2,0,0,0.793426,18,1593,2,1,1,1,1,1,1,1,0,1,1,1,1,-1,-1,1
259683,3,803781,27.3855,0.897501,0,0,0,27.3855,1,0,0,0,10.404,10.404,0,0,0,0,0,0,0,0,0.132495,12,874,0,1,1,1,1,1,1,0,0,-1,1,1,1,-1,-1,1
259683,3,1250220,31.1723,2.75071,0,0,0,31.1723,1,0,0,0,11.9785,11.9785,0,0,0,0,0,0,0,0,0.148356,8,840,0,1,1,1,1,1,0,0,0,-1,1,1,1,-1,-1,1
259683,3,1359076,349.236,1.99995,327.024,2.04938,1,22.2123,5,1,1,327.024,379.048,327.024,20.3603,0,0,0,0,0,0,0,0.217642,12,1146,0,1,1,1,1,1,1,0,0,-1,-1,1,1,-1,-1,1
259683,3,388634,19.2013,2.9308,0,0,0,19.2013,3,0,0,0,45.883,21.4619,13.4675,0,0,0,0,0,0,0,0.296377,14,1291,0,1,1,1,1,1,0,0,0,-1,1,1,1,-1,-1,1
259683,3,476115,111.157,-0.0224322,126.012,-0.0262035,1,-14.855,2,1,1,126.012,139.405,126.012,13.3925,0,0,0,0,0,0,0,0.231538,12,1038,0,1,1,1,1,1,1,1,0,1,1,1,1,-1,-1,1
259683,3,689272,296.533,-2.9797,284.736,-3.01094,1,11.7968,4,1,1,284.736,325.798,284.736,15.956,0,0,0,0,1,0,0,0.574988,16,1188,0,1,1,1,1,1,1,0,0,1,-1,1,1,-1,-1,1
259683,3,792841,209.083,2.87811,238.396,2.88009,1,-29.3134,7,1,1,238.396,319.64,238.396,19.1739,0,0,0,0,3,0,0,0.613799,8,1000,2,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1
259683,3,1271276,10.5049,-0.858028,0,0,0,10.5049,1,0,0,0,10.0931,10.0931,0,0,0,0,0,0,0,0,-10,8,674,0,1,1,1,1,1,1,0,0,-1,1,1,1,-1,-1,1
259683,3,453357,115.557,-2.6559,182.907,-2.83677,0.81046,-67.3501,4,3,3,225.683,236.375,105.069,62.9624,0,0,0,0,0,0,0,0.326921,18,1395,0,1,1,1,1,1,1,1,0,1,1,1,1,-1,-1,1
259683,3,1312765,219.683,0.069972,238.643,0.148628,1,-18.9596,9,1,1,238.643,356.765,238.643,20.2234,0,0,0,0,0,0,0,0.526216,16,1669,0,1,1,1,1,1,1,0,0,1,1,1,1,-1,-1,1
259683,3,1309309,570.774,0.0334534,577.653,0.0333876,1,-6.87921,6,1,1,577.653,654.62,577.653,18.5475,0,0,0,0,0,0,0,0.526147,12,968,0,1,1,1,1,1,1,0,0,-1,-1,1,1,-1,-1,1
259683,3,621572,84.5957,1.03575,21.9381,0.921975,0.051271,62.6577,9,5,5,427.884,483.726,152.837,95.5761,2,1,3,179.977,0,0,0,0.533793,10,1021,1,1,1,1,1,1,1,1,0,1,1,1,1,-1,-1,1
259683,3,1543016,108.099,2.57033,66.4281,2.26643,0.391507,41.6708,10,2,2,169.673,289.221,117.787,51.8858,0,0,0,0,0,0,0,0.53074,18,1646,1,1,1,1,1,1,1,1,0,1,1,1,1,-1,-1,1
259683,3,258312,141.911,-3.0204,112.585,-3.10845,1,29.3258,3,1,1,112.585,146.161,112.585,17.8681,0,0,0,0,0,0,0,0.52632,11,913,0,1,1,1,1,1,0,1,0,1,-1,1,1,-1,-1,1
259683,3,1563007,123.112,-2.43535,100.282,-2.13569,0.999978,22.8301,4,2,1,100.284,130.233,66.295,33.9893,0,0,0,0,0,0,0,0.537004,12,1141,0,1,1,1,1,1,1,1,0,-1,-1,1,1,-1,-1,1
259683,3,833767,7.6257,1.65129,0,0,0,7.6257,2,0,0,0,26.1664,14.9781,11.1883,1,0,1,10.8774,0,0,0,0.18502,9,954,0,1,1,1,1,1,1,0,0,-1,1,1,1,-1,-1,1
259683,3,145548,6.46683,-0.378055,0,0,0,6.46683,1,0,0,0,14.6044,14.6044,0,0,0,0,0,0,0,0,-10,8,992,0,1,1,1,1,1,1,0,0,-1,1,1,1,-1,-1,1
259683,3,1356965,89.3352,-0.859719,71.8433,-2.38111,0.226269,17.4919,5,4,2,317.513,328.006,135.909,98.5367,2,0,2,54.5589,0,0,0,0.238891,19,1205,1,1,1,1,1,1,1,1,0,1,1,1,1,-1,-1,1
259683,3,1454179,27.0213,-2.98993,0,0,0,27.0213,4,0,0,0,59.7336,16.5163,14.5112,0,0,0,0,0,0,0,0.52813,15,1416,0,1,1,1,1,1,1,0,0,-1,1,1,1,-1,-1,1
259683,3,52378,20.4353,-0.166327,0,0,0,20.4353,1,0,0,0,24.4098,24.4098,0,0,0,0,0,0,0,0,-10,8,943,0,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1
259683,3,640513,139.388,-2.78594,158.115,-2.58135,1,-18.7276,2,1,1,158.115,171.046,158.115,12.9309,0,0,0,0,0,0,0,-10,14,1235,0,1,1,1,1,1,1,0,0,-1,-1,1,1,-1,-1,1
259683,3,1528829,74.4728,2.04334,85.0042,1.8231,1,-10.5314,14,1,1,85.0042,257.167,85.0042,25.0763,0,1,1,31.0149,0,0,0,0.534076,17,1846,1,1,1,1,1,1,1,1,0,1,1,1,1,-1,-1,1
259683,3,499148,50.5035,2.75027,66.0608,2.69822,0.288195,-15.5573,4,3,1,229.223,241.054,146.779,49.3032,0,0,0,0,0,0,0,0.105226,6,859,0,1,1,1,1,1,0,0,0,1,1,1,1,-1,-1,1
259683,3,254008,29.0807,2.06376,0,0,0,29.0807,2,0,0,0,35.7412,24.3594,11.3818,0,0,0,0,0,0,0,-10,19,1607,0,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1
259683,3,1499970,57.8759,-2.13972,103.332,-1.49868,0.315821,-45.4557,6,2,2,327.184,392.688,215.222,111.963,0,0,0,0,1,0,0,0.630341,15,1242,2,1,1,1,1,1,1,0,0,1,1,1,1,-1,-1,1
259683,3,817676,209.254,1.88654,205.033,1.78959,1,4.22093,3,1,1,205.033,237.845,205.033,19.4648,0,0,0,0,0,0,0,0.476361,13,1341,0,1,1,1,1,1,1,0,0,1,-1,1,1,-1,-1,1
259683,3,1570637,73.9566,2.85201,87.8439,3.0442,1,-13.8873,5,1,1,87.8439,133.635,87.8439,14.3568,0,0,0,0,0,0,0,0.293588,8,880,0,1,1,1,1,1,1,1,0,1,1,1,1,-1,-1,1
259683,3,1513009,124.555,-2.86503,118.787,-2.85096,1,5.7681,1,1,1,118.787,118.787,118.787,0,0,0,0,0,0,0,0,-10,7,622,0,1,1,1,1,1,1,1,0,1,1,1,1,-1,-1,1
259683,3,1468905,14.9521,-0.122263,0,0,0,14.9521,5,0,0,0,57.602,12.8011,12.2825,0,0,0,0,0,0,0,0.240999,7,689,0,1,1,1,1,1,1,0,0,-1,1,1,1,-1,-1,1
259683,3,231929,116.117,-2.50293,139.909,-2.39135,1,-23.7919,4,1,1,139.909,180.516,139.909,17.3413,0,0,0,0,1,0,0,0.561079,15,1322,1,1,1,1,1,1,1,1,0,1,1,1,1,-1,-1,1
259683,3,638144,127.867,-1.00436,88.2701,-0.603604,0.0933161,39.5974,7,4,3,945.925,997.702,473.04,385.972,7,0,7,201.926,0,0,0,0.316322,11,1309,1,1,1,1,1,1,1,1,0,1,1,1,1,-1,-1,1
259683,3,187161,17.8013,2.79502,0,0,0,17.8013,4,0,0,0,44.4609,11.7446,11.6121,0,0,0,0,0,0,0,-10,11,1106,0,1,1,1,1,1,1,0,0,-1,1,1,1,-1,-1,1
259683,3,668555,2.26719,-1.56569,0,0,0,2.26719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,4,526,0,1,1,1,1,1,1,0,0,-1,1,1,1,-1,-1,1
259683,3,439513,32.9682,2.45061,154.744,2.67378,0.476143,-121.776,4,2,2,324.994,357.01,236.472,88.522,0,1,1,33.9535,0,0,0,0.370947,11,1101,0,1,1,1,1,1,1,0,0,1,1,1,1,-1,-1,1
259683,3,763422,4.86834,0.0249661,0,0,0,4.86834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,6,711,0,1,1,1,1,1,0,0,0,-1,1,1,1,-1,-1,1
259683,3,747290,158.917,1.62042,206.239,1.56273,0.114271,-47.3219,11,6,5,1804.83,1891.79,644.637,515.53,3,1,4,351.64,1,1,0,0.851786,15,1412,4,1,1,1,1,1,1,1,0,1,1,1,1,-1,-1,1
259683,3,814569,45.8308,-2.59546,46.3642,-2.28243,0.238015,-0.533454,4,2,2,194.795,218.835,120.449,74.346,1,1,2,80.2699,1,0,0,0.659044,17,1059,1,1,1,1,1,1,1,1,0,1,1,1,1,-1,-1,1
259683,3,135245,11.8264,0.958871,0,0,0,11.8264,4,0,0,0,47.3931,13.0542,12.2841,0,0,0,0,0,0,0,0.380361,7,1081,0,1,1,1,1,1,1,0,0,-1,1,1,1,-1,-1,1
259683,3,1618043,66.5548,-2.53436,78.1827,-1.74282,1,-11.6279,4,1,1,78.1827,115.033,78.1827,12.9454,0,0,0,0,0,0,0,0.531994,20,1729,0,1,1,1,1,1,1,0,0,1,1,1,1,-1,-1,1
259683,3,1163895,61.9941,0.515822,63.8747,1.00607,1,-1.88064,3,1,1,63.8747,101.441,63.8747,23.887,0,0,0,0,0,0,0,0.39108,13,1016,0,1,1,1,1,1,1,0,0,-1,-1,1,1,-1,-1,1
259683,3,1231294,12.482,-1.58463,171.405,1.76904,1,-158.923,2,1,1,171.405,183.578,171.405,12.1731,1,0,1,68.4374,2,1,1,0.966028,8,966,2,1,1,1,1,1,1,1,0,1,1,1,1,-1,-1,1
259683,3,558666,11.0844,2.42278,0,0,0,11.0844,2,0,0,0,36.0818,20.3049,15.7769,0,0,0,0,0,0,0,0.222845,10,803,0,1,1,1,1,1,0,0,0,-1,1,1,1,-1,-1,1
259683,3,1098388,104.075,-0.17595,100.958,-0.128727,1,3.11633,2,1,1,100.958,111.251,100.958,10.2932,0,0,0,0,0,0,0,0.464213,7,677,0,1,1,1,1,1,1,1,0,1,1,1,1,-1,-1,1
