run,lumi,event,MET_pt,MET_phi,MHT_pt,MHT_phi,MHT_over_HT,MET_minus_MHT,N_jets_all,N_jets_30,N_jets_50,HT,jet_pt_sum,leading_jet_pt,subleading_jet_pt,N_muons,N_electrons,N_leptons,lepton_pt_sum,N_btags_loose,N_btags_medium,N_btags_tight,max_btag_discriminator,N_primary_vertices,packed_candidate_count,secondary_vertex_count,btag_discriminator_status,vertex_status,packed_candidate_status,secondary_vertex_status,HLT_MET_paths_any,HLT_HT_paths_any,HLT_Mu_paths_any,HLT_Ele_paths_any,pass_HBHENoiseFilter,pass_HBHENoiseIsoFilter,pass_goodVertices,pass_EcalDeadCellTriggerPrimitiveFilter,pass_BadPFMuonFilter,pass_globalSuperTightHalo2016Filter,trigger_filter_extraction_status
259721,196,233295463,46.8115,1.94298,50.5827,1.43577,1,-3.77115,4,1,1,50.5827,85.3032,50.5827,12.9605,1,0,1,43.3524,0,0,0,0.200946,11,1231,0,1,1,1,1,0,0,1,0,1,1,1,1,-1,-1,1
259721,196,233468739,33.6362,-0.0632011,35.6803,-1.41305,1,-2.04411,2,1,0,35.6803,55.1227,35.6803,19.4425,1,0,1,29.0001,0,0,0,-10,15,1007,0,1,1,1,1,0,0,1,0,1,1,1,1,-1,-1,1
259721,196,233649309,8.90733,1.54395,99.2966,2.52192,1,-90.3893,2,1,1,99.2966,109.352,99.2966,10.0558,0,0,0,0,1,0,0,0.720813,16,1308,1,1,1,1,1,0,0,1,0,1,1,1,1,-1,-1,1
259721,196,233685815,37.5553,2.82032,106.643,2.83498,0.415825,-69.0882,9,3,2,256.462,359.325,164.647,53.5211,4,0,4,97.721,2,2,2,0.999135,16,1268,3,1,1,1,1,1,0,1,0,1,1,1,1,-1,-1,1
259721,196,233890106,29.7682,1.19529,0,0,0,29.7682,1,0,0,0,16.2198,16.2198,0,1,0,1,10.7682,0,0,0,-10,15,1163,0,1,1,1,1,0,0,1,0,1,1,1,1,-1,-1,1
259721,196,234628809,32.9068,0.628855,44.1777,3.12332,0.183106,-11.2709,7,2,2,241.269,336.912,129.689,111.579,2,1,3,920.271,2,1,1,0.987584,18,1397,3,1,1,1,1,0,0,1,0,1,1,1,1,-1,-1,1
259721,196,234612411,17.4506,1.70743,38.8063,2.8214,1,-21.3558,4,1,0,38.8063,78.1376,38.8063,15.8462,1,0,1,32.2446,1,0,0,0.55425,21,1359,0,1,1,1,1,0,0,1,0,1,1,1,1,-1,-1,1
259721,196,233335598,25.7019,3.13527,0,0,0,25.7019,3,0,0,0,53.4245,25.1891,14.685,1,0,1,19.9932,0,0,0,0.21573,20,1554,0,1,1,1,1,0,0,1,0,1,1,1,1,-1,-1,1
259721,196,233870037,14.3081,0.045841,90.6217,2.86593,1,-76.3137,2,1,1,90.6217,116.129,90.6217,25.5075,1,0,1,53.589,0,0,0,0.532867,13,896,1,1,1,1,1,0,0,1,0,1,1,1,1,-1,-1,1
259721,196,234439126,34.0239,2.70837,57.2376,1.80718,0.142635,-23.2136,9,3,2,401.287,476.887,220.949,144.543,2,0,2,44.451,1,0,0,0.566217,13,1198,0,1,1,1,1,0,1,1,0,1,1,1,1,-1,-1,1
