run,lumi,event,MET_pt,MET_phi,MHT_pt,MHT_phi,MHT_over_HT,MET_minus_MHT,N_jets_all,N_jets_30,N_jets_50,HT,jet_pt_sum,leading_jet_pt,subleading_jet_pt,N_muons,N_electrons,N_leptons,lepton_pt_sum,N_btags_loose,N_btags_medium,N_btags_tight,max_btag_discriminator,N_primary_vertices,packed_candidate_count,secondary_vertex_count,btag_discriminator_status,vertex_status,packed_candidate_status,secondary_vertex_status,HLT_MET_paths_any,HLT_HT_paths_any,HLT_Mu_paths_any,HLT_Ele_paths_any,pass_HBHENoiseFilter,pass_HBHENoiseIsoFilter,pass_goodVertices,pass_EcalDeadCellTriggerPrimitiveFilter,pass_BadPFMuonFilter,pass_globalSuperTightHalo2016Filter,trigger_filter_extraction_status
283408,468,769759133,25.6462,-2.14991,210.998,2.56707,0.968799,-185.352,5,2,2,217.794,280.284,124.157,93.6365,0,1,1,13.1302,1,0,0,0.602239,21,1704,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1
283408,468,769291992,53.7698,0.783049,199.641,-1.17414,0.735505,-145.871,5,3,2,271.433,302.208,156.024,70.3666,0,1,1,18.1927,2,0,0,0.703693,24,1481,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1
283408,468,770098391,50.2671,-1.35423,11.7264,-2.61988,0.0562265,38.5407,4,2,2,208.556,238.915,108.304,100.253,0,0,0,0,0,0,0,0.377807,24,1815,2,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1
283408,468,769823642,74.4035,2.45117,116.516,2.30483,0.396427,-42.1126,9,3,3,293.915,393.024,108.041,107.075,0,0,0,0,0,0,0,0.526967,24,1807,2,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1
283408,468,770408281,71.7642,-2.30686,45.5821,-2.39107,0.217035,26.1821,9,3,2,210.022,287.855,111.06,58.6641,0,0,0,0,1,1,0,0.93534,27,1933,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1
283408,468,769283930,61.415,-2.38959,55.2155,-2.34302,0.212989,6.19953,13,4,2,259.241,427.489,85.3064,81.8736,0,1,1,24.8863,3,0,0,0.746749,17,1669,4,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1
283408,468,769797724,6.14045,-0.0938493,127.879,-0.817373,0.956679,-121.738,8,2,2,133.669,226.409,71.9769,61.6925,0,1,1,16.645,1,0,0,0.543968,28,1953,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1
283408,468,770755032,72.2437,-3.03054,210.339,-1.36428,0.964897,-138.095,8,3,2,217.991,282.168,86.7239,83.9014,0,0,0,0,2,0,0,0.557314,38,2054,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1
283408,468,769547161,92.9249,0.430744,99.9977,-0.946062,0.108339,-7.07288,15,6,6,923.008,1058.17,274.711,196.178,0,2,2,233.094,6,2,2,0.988631,25,1932,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
283408,468,769940569,55.5286,-1.65246,72.5349,0.447672,0.268639,-17.0063,6,2,2,270.009,340.733,138.177,131.832,0,0,0,0,4,2,0,0.938512,27,1785,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1
